rank,gene,score
750,EEF1A2,0.029460537433624312
751,HSPA8,0.02938826680183415
752,PLCL2,0.029341953882464633
753,SKAP2,0.029102640226483345
754,TNIK,0.02905742016931373
755,MRC1,0.029012400825361717
756,CD163L1,0.028977798695834167
757,HMOX1,0.028873772422472577
758,DCLK2,0.02878379475179882
759,NETO2,0.028697116921345356
760,SDC4,0.028474175930023216
761,ITGA4,0.028216195603211758
762,DCLK1,0.028209940779575837
763,FGF12,0.027977031381659967
764,NSF,0.02764227498661387
765,CLDND1,0.027477275507122867
766,TYK2,0.02735416623368514
767,YWHAG,0.027209859410369797
768,CD74,0.026646753627780462
769,CR1,0.02661491102642488
770,DGKG,0.026598847329912356
771,HPGDS,0.026569713245362503
772,XKR6,0.026433544123873998
773,TMTC1,0.026419609785079956
774,LYN,0.02639872456028447
775,ABCC4,0.02599678011167622
776,HPSE2,0.025968902141526806
777,SULT4A1,0.025847239461210036
778,PLXNA4,0.025838727034440567
779,CTSS,0.025829128243706423
780,FRMD4A,0.02546167004135147
781,ROBO2,0.025408085340108633
782,F13A1,0.025020786788728433
783,TCF7L1,0.024985988438129436
784,WDFY4,0.024891433469371393
785,PKP4,0.02473316610687304
786,COL11A1,0.024699294286915363
787,C1QC,0.024684745531815766
788,TRPM3,0.02457885889925504
789,ANO4,0.024371035593120705
790,SCG2,0.02415143777605211
791,ADGRV1,0.024021572344230913
792,IPCEF1,0.023907113454498363
793,CD86,0.023765435407241742
794,FYB1,0.023702351136072997
795,NCK2,0.023654249213424294
796,CD14,0.02364518025328255
797,KLHL6,0.02350993146972047
798,HLA-DPB1,0.023450531618340542
799,CARD11,0.023301443173771808
800,LRMDA,0.023246275412069806
801,GNB4,0.022996965904450883
802,GABRG2,0.02295774221420288
803,ERMN,0.022873365565350134
804,CDKN1C,0.022790865213782707
805,P3H2,0.022789180278778076
806,OXR1,0.022576621707228517
807,NTRK3,0.022469505667686462
808,FCGBP,0.022356442227931428
809,HS6ST3,0.022311222255229968
810,ABCA9,0.02229052285353339
811,EGR1,0.022231072187423706
812,SNTB1,0.022220393021901375
813,FOXP2,0.02212444113360512
814,HILPDA,0.02206135626547845
815,SERPINB9,0.02192109526366748
816,DOCK8,0.02191967951051843
817,SH3RF3,0.021797103572451126
818,SYNDIG1,0.021762674919780012
819,CPVL,0.021650673938797937
820,PCLO,0.021622666919773326
821,GCNT2,0.021541824707618118
822,MACROD2,0.021538636088371255
823,ST8SIA4,0.021356161683797836
824,IL15,0.02073349324556495
825,DPYSL5,0.02053319040466761
826,NTRK2,0.020475648219386744
